Handle;Title;Type;Tags;Published;Metafield: shopify--discovery--product_recommendation.related_products_display [single_line_text_field];Metafield: shopify--discovery--product_recommendation.related_products [list.product_reference]
2013-hyundai-santa-fe-flipkey-remote-pn-95430-2w100;2013 Hyundai Santa Fe Flipkey Remote PN: 95430-2W100;Flipkey Remote; ymm_2013_Hyundai_Santa__Fe;TRUE;only manual;"2013-hyundai-santafe-flipkey-remote-7221, 2013-hyundai-santa-fe-flipkey-remote-pn-95430-2w100"
2013-hyundai-veloster-smart-key-remote-7304;2013 Hyundai Veloster Smart Key Remote PN: 95440-2V100;Smart Key Remote; ymm_2013_Hyundai_Veloster;TRUE;only manual;
2013-jaguar-xf-8911;2013 Jaguar XF Smart Key Fob FCC ID: KR55WK49244;Smart Key Remote; ymm_2013_Jaguar_XF;TRUE;only manual;
2013-jaguar-xj-smart-key-remote-8915;2013 Jaguar XJ Smart Key Remote Jaguar XJ KOBJTF10A;Smart Key Remote; ymm_2013_Jaguar_XJ;TRUE;only manual;
2013-jaguar-xkr-8911;2013 Jaguar XKR Smart Key Fob FCC ID: KR55WK49244;Smart Key Remote; ymm_2013_Jaguar_XKR;TRUE;only manual;
2013-jeep-grand-cherokee-fobik-remote-pn-56046733aa-56046733ab;2013 Jeep Grand Cherokee Fobik Remote PN: 56046733AA. 56046733AB;Fobik; ymm_2013_Jeep_Grand__Cherokee;TRUE;only manual;"2013-jeep-grand-cherokee-fobik-remote-pn-56046733aa-56046733ab, 2013-jeep-grand-cherokee-fobik-remote-pn-68051664ah, 2013-jeep-grand-cherokee-fobik-remote-pn-68051666ai, 2013-jeep-grand-cherokee-smart-key-remote-05026453ai-1"
2013-jeep-grand-cherokee-fobik-remote-pn-68051664ah;2013 Jeep Grand Cherokee Fobik Remote PN: 68051664AH;Fobik; ymm_2013_Jeep_Grand__Cherokee;TRUE;only manual;"2013-jeep-grand-cherokee-fobik-remote-pn-56046733aa-56046733ab, 2013-jeep-grand-cherokee-fobik-remote-pn-68051664ah, 2013-jeep-grand-cherokee-fobik-remote-pn-68051666ai, 2013-jeep-grand-cherokee-smart-key-remote-05026453ai-1"
2013-jeep-grand-cherokee-fobik-remote-pn-68051666ai;2013 Jeep Grand Cherokee Fobik Remote PN: 68051666AI;Fobik; ymm_2013_Jeep_Grand__Cherokee;TRUE;only manual;"2013-jeep-grand-cherokee-fobik-remote-pn-56046733aa-56046733ab, 2013-jeep-grand-cherokee-fobik-remote-pn-68051664ah, 2013-jeep-grand-cherokee-fobik-remote-pn-68051666ai, 2013-jeep-grand-cherokee-smart-key-remote-05026453ai-1"
2013-jeep-grand-cherokee-smart-key-remote-05026453ai-1;2013 Jeep Grand Cherokee Smart Fobik PN: 05026453AI;Smart Fobik; ymm_2013_Jeep_Grand__Cherokee;TRUE;only manual;"2013-jeep-grand-cherokee-fobik-remote-pn-56046733aa-56046733ab, 2013-jeep-grand-cherokee-fobik-remote-pn-68051664ah, 2013-jeep-grand-cherokee-fobik-remote-pn-68051666ai, 2013-jeep-grand-cherokee-smart-key-remote-05026453ai-1"
2013-kia-rio-flipkey-remote-pn-95430-1w003;2013 Kia Rio Flipkey Remote PN: 95430-1W003;Flipkey Remote; ymm_2013_Kia_Rio;TRUE;only manual;"2013-kia-rio-flipkey-remote-pn-95430-1w003, 2013-kia-rio-smart-key-remote-pn-95440-1w100"
2013-kia-rio-smart-key-remote-pn-95440-1w100;2013 Kia Rio Smart Key Remote PN: 95440-1W100;Smart Key Remote; ymm_2013_Kia_Rio;TRUE;only manual;"2013-kia-rio-flipkey-remote-pn-95430-1w003, 2013-kia-rio-smart-key-remote-pn-95440-1w100"
2013-lexus-lx570-smart-key-remote-pn-89904-60061;2013 Lexus LX570 Smart Key Remote PN: 89904-60061;Smart Key Remote; ymm_2013_Lexus_LX570;TRUE;only manual;
2013-lincoln-mks-3097;2013 Lincoln MKS Smart Key Fob PN: 164-R8094;Smart Key Remote; ymm_2013_Lincoln_MKS;TRUE;only manual;
2013-lincoln-mkt-3097;2013 Lincoln MKT Smart Key Fob PN: 164-R8094;Smart Key Remote; ymm_2013_Lincoln_MKT;TRUE;only manual;
2013-lincoln-mkx-3097;2013 Lincoln MKX Smart Key Fob PN: 164-R8094;Smart Key Remote; ymm_2013_Lincoln_MKX;TRUE;only manual;
2013-lincoln-mkz-smart-key-remote-2986;"2013 Lincoln MKZ Smart Key Fob PN: 164-R7990, 5923897";Smart Key Remote; ymm_2013_Lincoln_MKZ;TRUE;only manual;"2013-lincoln-mkz-smart-key-remote-2986, 2013-lincoln-mkz-smart-key-remote-3068"
2013-lincoln-mkz-smart-key-remote-3068;2013 Lincoln MKZ Smart Key Fob PN: 164-R7991;Smart Key Remote; ymm_2013_Lincoln_MKZ;TRUE;only manual;"2013-lincoln-mkz-smart-key-remote-2986, 2013-lincoln-mkz-smart-key-remote-3068"
2013-mazda-cx-9-smart-key-remote-6138;"2013 Mazda CX-9 Smart Key Remote FCC ID:  WAZX1T763SKE11A04  PN: TEY1-67-5RY, TEY1-67-5RYA";Smart Key Remote; ymm_2013_Mazda_CX-9;TRUE;only manual;
2013-mini-cooper-6600;2013 Mini Cooper Smart Key Fob PN: 3452819-01;Smart Key Remote; ymm_2013_Mini_Cooper;TRUE;only manual;
2013-scion-fr-s-remote-head-key-6558;2013 Scion FR-S Remote Head Key FCC: HYQ12BBY;Remote Head Key; ymm_2013_Scion_FR-S;TRUE;only manual;
2013-scion-tc-remote-head-key-4364;2013 Scion tC Remote Head Key PN: 89070-52G30 FCC: MOZB52TH;Remote Head Key; ymm_2013_Scion_tC;TRUE;only manual;
2013-scion-xd-remote-head-key-4364;2013 Scion xD Remote Head Key PN: 89070-52G30 FCC: MOZB52TH;Remote Head Key; ymm_2013_Scion_xD;TRUE;only manual;
2013-smart-fortwo-9900;"2013 Smart Fortwo Remote Head Key PN: 4518203797, FCC: KR55WK45144";Remote Head Key; ymm_2013_Smart_Fortwo;TRUE;only manual;
2013-subaru-brz-remote-head-key-6558;2013 Subaru BRZ Remote Head Key FCC: HYQ12BBY;Remote Head Key; ymm_2013_Subaru_BRZ;TRUE;only manual;"2013-subaru-brz-remote-head-key-6558, 2013-subaru-brz-smart-key-remote-6541"
2013-subaru-brz-smart-key-remote-6541;"2013 Subaru BRZ Smart Key Fob PN: 88835 CA060, 88835 SG040";Smart Key Remote; ymm_2013_Subaru_BRZ;TRUE;only manual;"2013-subaru-brz-remote-head-key-6558, 2013-subaru-brz-smart-key-remote-6541"
2013-subaru-legacy-remote-head-key-6546;2013 Subaru Legacy Remote Head Key FCC ID: CWTWB1U811 PN: 57497AJ10A;Remote Head Key; ymm_2013_Subaru_Legacy;TRUE;only manual;"2013-subaru-legacy-remote-head-key-6546, 2013-subaru-legacy-remote-head-key-6549"
2013-subaru-legacy-remote-head-key-6549;2013 Subaru Legacy Remote Head Key FCC ID: CWTWBU766 PN: 57497AJ00A;Remote Head Key; ymm_2013_Subaru_Legacy;TRUE;only manual;"2013-subaru-legacy-remote-head-key-6546, 2013-subaru-legacy-remote-head-key-6549"
2013-subaru-outback-remote-head-key-6546;2013 Subaru Outback Remote Head Key FCC ID: CWTWB1U811 PN: 57497AJ10A;Remote Head Key; ymm_2013_Subaru_Outback;TRUE;only manual;"2013-subaru-outback-remote-head-key-6546, 2013-subaru-outback-remote-head-key-6549"
2013-subaru-outback-remote-head-key-6549;2013 Subaru Outback Remote Head Key FCC ID: CWTWBU766 PN: 57497AJ00A;Remote Head Key; ymm_2013_Subaru_Outback;TRUE;only manual;"2013-subaru-outback-remote-head-key-6546, 2013-subaru-outback-remote-head-key-6549"
2013-toyota-prius-c-smart-key-fob-pn-89904-0e092;2013 Toyota Prius C Smart Key Fob PN: 89904-0E092;Smart Key Remote; ymm_2013_Toyota_Prius;TRUE;only manual;
copy-of-2013-toyota-prius-?-remote-head-key-pn-89070-52f60;2013 Toyota Prius ? Remote Head Key PN: 89070-52F60;Remote Head Key; ymm_2013_Toyota_Prius__?;TRUE;only manual;
2013-toyota-rav4-remote-head-key-pn-89070-0r120;2013 Toyota RAV4 Remote Head Key PN: 89070-0R120;Remote Head Key; ymm_2013_Toyota_RAV4;TRUE;only manual;"2013-toyota-rav4-remote-head-key-pn-89070-0r120, 2013-toyota-rav4-remote-head-key-pn-89070-0r130"
2013-toyota-rav4-remote-head-key-pn-89070-0r130;2013 Toyota RAV4 Remote Head Key PN: 89070-0R130;Remote Head Key; ymm_2013_Toyota_RAV4;TRUE;only manual;"2013-toyota-rav4-remote-head-key-pn-89070-0r120, 2013-toyota-rav4-remote-head-key-pn-89070-0r130"
2013-toyota-venza-remote-head-key-pn-89070-02640;2013 Toyota Venza Remote Head Key PN: 89070-02640;Remote Head Key; ymm_2013_Toyota_Venza;TRUE;only manual;
2013-toyota-yaris-remote-head-key-4419;2013 Toyota Yaris Remote Head Key PN: 89070-52860;Remote Head Key; ymm_2013_Toyota_Yaris;TRUE;only manual;
2013-volkswagen-beetle-flipkey-remote-7800;2013 Volkswagen Beetle Smart FlipKey Remote FCC ID: NBG010206T PN: 5K0837202;Flipkey Remote; ymm_2013_Volkswagen_Beetle;TRUE;only manual;"2013-volkswagen-beetle-flipkey-remote-7800, 2013-volkswagen-beetle-flipkey-remote-7801"
2013-volkswagen-beetle-flipkey-remote-7801;2013 Volkswagen Beetle Flipkey Remote FCC ID: NBG010180T;Flipkey Remote; ymm_2013_Volkswagen_Beetle;TRUE;only manual;"2013-volkswagen-beetle-flipkey-remote-7800, 2013-volkswagen-beetle-flipkey-remote-7801"
2013-volkswagen-cc-7826;2013 Volkswagen CC Smart Key Fob FCC ID: NBG009066T;Smart Key Remote; ymm_2013_Volkswagen_CC;TRUE;only manual;"2013-volkswagen-cc-7826, 2013-volkswagen-cc-flipkey-remote-7800, 2013-volkswagen-cc-flipkey-remote-7801"
2013-volkswagen-cc-flipkey-remote-7800;2013 Volkswagen CC Smart FlipKey Remote FCC ID: NBG010206T PN: 5K0837202;Flipkey Remote; ymm_2013_Volkswagen_CC;TRUE;only manual;"2013-volkswagen-cc-7826, 2013-volkswagen-cc-flipkey-remote-7800, 2013-volkswagen-cc-flipkey-remote-7801"
2013-volkswagen-cc-flipkey-remote-7801;2013 Volkswagen CC FlipKey Remote PN: 5K0837202 FCC: NBG010180T;Flipkey Remote; ymm_2013_Volkswagen_CC;TRUE;only manual;"2013-volkswagen-cc-7826, 2013-volkswagen-cc-flipkey-remote-7800, 2013-volkswagen-cc-flipkey-remote-7801"
2013-volkswagen-eos-flipkey-remote-7800;2013 Volkswagen Eos Smart FlipKey Remote FCC ID: NBG010206T PN: 5K0837202;Flipkey Remote; ymm_2013_Volkswagen_Eos;TRUE;only manual;"2013-volkswagen-eos-flipkey-remote-7800, 2013-volkswagen-eos-flipkey-remote-7801"
2013-volkswagen-eos-flipkey-remote-7801;2013 Volkswagen Eos FlipKey Remote PN: 5K0837202 FCC: NBG010180T;Flipkey Remote; ymm_2013_Volkswagen_Eos;TRUE;only manual;"2013-volkswagen-eos-flipkey-remote-7800, 2013-volkswagen-eos-flipkey-remote-7801"
2013-volkswagen-golf-flipkey-remote-7800;2013 Volkswagen Golf Smart FlipKey Remote FCC ID: NBG010206T PN: 5K0837202;Flipkey Remote; ymm_2013_Volkswagen_Golf;TRUE;only manual;"2013-volkswagen-golf-flipkey-remote-7800, 2013-volkswagen-golf-flipkey-remote-7801"
2013-volkswagen-golf-flipkey-remote-7801;2013 Volkswagen Golf FlipKey Remote PN: 5K0837202 FCC: NBG010180T;Flipkey Remote; ymm_2013_Volkswagen_Golf;TRUE;only manual;"2013-volkswagen-golf-flipkey-remote-7800, 2013-volkswagen-golf-flipkey-remote-7801"
2013-volkswagen-gti-flipkey-remote-7800;2013 Volkswagen GTI Smart FlipKey Remote FCC ID: NBG010206T PN: 5K0837202;Flipkey Remote; ymm_2013_Volkswagen_GTI;TRUE;only manual;"2013-volkswagen-gti-flipkey-remote-7800, 2013-volkswagen-gti-flipkey-remote-7801"
2013-volkswagen-gti-flipkey-remote-7801;2013 Volkswagen GTI FlipKey Remote PN: 5K0837202 FCC: NBG010180T;Flipkey Remote; ymm_2013_Volkswagen_GTI;TRUE;only manual;"2013-volkswagen-gti-flipkey-remote-7800, 2013-volkswagen-gti-flipkey-remote-7801"
2013-volkswagen-jetta-flipkey-remote-7800;2013 Volkswagen Jetta Smart FlipKey Remote FCC ID: NBG010206T PN: 5K0837202;Flipkey Remote; ymm_2013_Volkswagen_Jetta;TRUE;only manual;"2013-volkswagen-jetta-flipkey-remote-7800, 2013-volkswagen-jetta-flipkey-remote-7801"
2013-volkswagen-jetta-flipkey-remote-7801;2013 Volkswagen Jetta FlipKey Remote PN: 5K0837202 FCC: NBG010180T;Flipkey Remote; ymm_2013_Volkswagen_Jetta;TRUE;only manual;"2013-volkswagen-jetta-flipkey-remote-7800, 2013-volkswagen-jetta-flipkey-remote-7801"
2013-volkswagen-passat-7826;2013 Volkswagen Passat Smart Key Fob FCC ID: NBG009066T;Smart Key Remote; ymm_2013_Volkswagen_Passat;TRUE;only manual;"2013-volkswagen-passat-7826, 2013-volkswagen-passat-flipkey-remote-7800, 2013-volkswagen-passat-flipkey-remote-7801"
2013-volkswagen-passat-flipkey-remote-7800;2013 Volkswagen Passat Smart FlipKey Remote FCC ID: NBG010206T PN: 5K0837202;Flipkey Remote; ymm_2013_Volkswagen_Passat;TRUE;only manual;"2013-volkswagen-passat-7826, 2013-volkswagen-passat-flipkey-remote-7800, 2013-volkswagen-passat-flipkey-remote-7801"
2013-volkswagen-passat-flipkey-remote-7801;2013 Volkswagen Passat FlipKey Remote PN: 5K0837202 FCC: NBG010180T;Flipkey Remote; ymm_2013_Volkswagen_Passat;TRUE;only manual;"2013-volkswagen-passat-7826, 2013-volkswagen-passat-flipkey-remote-7800, 2013-volkswagen-passat-flipkey-remote-7801"
2013-volkswagen-routan-5200;2013 Volkswagen Routan Fobik PN: 56046706;Fobik; ymm_2013_Volkswagen_Routan;TRUE;only manual;"2013-volkswagen-routan-5200, 2013-volkswagen-routan-5203, 2013-volkswagen-routan-5204"
2013-volkswagen-routan-5203;"2013 Volkswagen Routan Fobik PN: 56046704, 5026098, 68043583, 68066868";Fobik; ymm_2013_Volkswagen_Routan;TRUE;only manual;"2013-volkswagen-routan-5200, 2013-volkswagen-routan-5203, 2013-volkswagen-routan-5204"
2013-volkswagen-routan-5204;2013 Volkswagen Routan Fobik PN: 56046708;Fobik; ymm_2013_Volkswagen_Routan;TRUE;only manual;"2013-volkswagen-routan-5200, 2013-volkswagen-routan-5203, 2013-volkswagen-routan-5204"
2013-volkswagen-tiguan-flipkey-remote-7800;2013 Volkswagen Tiguan Smart FlipKey Remote FCC ID: NBG010206T PN: 5K0837202;Flipkey Remote; ymm_2013_Volkswagen_Tiguan;TRUE;only manual;"2013-volkswagen-tiguan-flipkey-remote-7800, 2013-volkswagen-tiguan-flipkey-remote-7801"
2013-volkswagen-tiguan-flipkey-remote-7801;2013 Volkswagen Tiguan FlipKey Remote PN: 5K0837202 FCC: NBG010180T;Flipkey Remote; ymm_2013_Volkswagen_Tiguan;TRUE;only manual;"2013-volkswagen-tiguan-flipkey-remote-7800, 2013-volkswagen-tiguan-flipkey-remote-7801"
2013-volkswagen-touareg-flipkey-remote-7800;2013 Volkswagen Touareg Smart FlipKey Remote FCC ID: NBG010206T PN: 5K0837202;Flipkey Remote; ymm_2013_Volkswagen_Touareg;TRUE;only manual;"2013-volkswagen-touareg-flipkey-remote-7800, 2013-volkswagen-touareg-flipkey-remote-7801"
2013-volkswagen-touareg-flipkey-remote-7801;2013 Volkswagen Touareg FlipKey Remote PN: 5K0837202 FCC: NBG010180T;Flipkey Remote; ymm_2013_Volkswagen_Touareg;TRUE;only manual;"2013-volkswagen-touareg-flipkey-remote-7800, 2013-volkswagen-touareg-flipkey-remote-7801"
2013-volvo-s60-7931;2013 Volvo S60 Smart Key Remote FCC ID: KR55WK49264;Smart Key Remote; ymm_2013_Volvo_S60;TRUE;only manual;
2013-volvo-s80-7931;2013 Volvo S80 Smart Key Remote FCC ID: KR55WK49264;Smart Key Remote; ymm_2013_Volvo_S80;TRUE;only manual;
2013-volvo-xc60-7931;2013 Volvo XC60 Smart Key Remote FCC ID: KR55WK49264;Smart Key Remote; ymm_2013_Volvo_XC60;TRUE;only manual;
2013-volvo-xc70-7931;2013 Volvo XC70 Smart Key Remote FCC ID: KR55WK49264;Smart Key Remote; ymm_2013_Volvo_XC70;TRUE;only manual;
2013-volvo-xc90-7958;"2013 Volvo XC90 FlipKey Remote PN: 8626556, 8688799";Flipkey Remote; ymm_2013_Volvo_XC90;TRUE;only manual;
2014-acura-rdx-smart-key-fob-driver-2-pn-72147-tx4-a51;2014 Acura RDX Smart Key Fob Driver 2 PN: 72147-TX4-A51;Smart Key Remote; ymm_2014_Acura_RDX;TRUE;only manual;
2014-acura-rlx-smart-key-fob-driver-1-pn-72147-ty2-a11;2014 Acura  RLX  Smart Key Fob Driver 2 PN: 72147-TY2-A11;Smart Key Remote; ymm_2014_Acura_RLX;TRUE;only manual;"2014-acura-rlx-smart-key-fob-driver-1-pn-72147-ty2-a11, 2014-acura-rlx-smart-key-fob-pn-72147-ty2-a01"
2014-acura-rlx-smart-key-fob-pn-72147-ty2-a01;2014 Acura  RLX  Smart Key Fob Driver 1 PN: 72147-TY2-A01;Smart Key Remote; ymm_2014_Acura_RLX;TRUE;only manual;"2014-acura-rlx-smart-key-fob-driver-1-pn-72147-ty2-a11, 2014-acura-rlx-smart-key-fob-pn-72147-ty2-a01"
2014-acura-tl-flipkey-remote-driver-2-pn-35113-tk4-a10;2014 Acura TL FlipKey Remote Driver 2 PN: 35113-TK4-A10;Flipkey Remote; ymm_2014_Acura_TL;TRUE;only manual;"2014-acura-tl-flipkey-remote-driver-2-pn-35113-tk4-a10, 2014-acura-tl-flipkey-remote-pn-35119-tk4-305"
2014-acura-tl-flipkey-remote-pn-35119-tk4-305;2014 Acura TL Flipkey Remote PN: 35119-TK4-305;Flipkey Remote; ymm_2014_Acura_TL;TRUE;only manual;"2014-acura-tl-flipkey-remote-driver-2-pn-35113-tk4-a10, 2014-acura-tl-flipkey-remote-pn-35119-tk4-305"
2014-acura-tsx-flipkey-remote-driver-2-pn-35113-tl0-a10;2014 Acura TSX FlipKey Remote Driver 2 PN: 35113-TL0-A10;Flipkey Remote; ymm_2014_Acura_TSX;TRUE;only manual;
2014-buick-encore-flipkey-remote-7090;"2014 Buick Encore Flipkey Remote PN: 13504205, 5912555";Flipkey Remote; ymm_2014_Buick_Encore;TRUE;only manual;
2014-buick-lacrosse-flipkey-remote-pn-13504205-5912555;"2014 Buick LaCrosse Flipkey Remote PN: 13504205, 5912555";Flipkey Remote; ymm_2014_Buick_Lacrosse;TRUE;only manual;
2014-buick-regal-flipkey-remote-pn-13504205-5912555;"2014 Buick Regal Flipkey Remote PN: 13504205, 5912555";Flipkey Remote; ymm_2014_Buick_Regal;TRUE;only manual;
2014-buick-verano-flipkey-remote-pn-13504205-5912555;"2014 Buick Verano Flipkey Remote PN: 13504205, 5912555";Flipkey Remote; ymm_2014_Buick_Verano;TRUE;only manual;
2014-cadillac-cts-smart-key-remote-7120;2014 Cadillac CTS Smart Key Fob PN: 25843983;Smart Key Remote; ymm_2014_Cadillac_CTS;TRUE;only manual;
2014-cadillac-escalade-fobkey-remote-pn-22756466-20802902;"2014 Cadillac Escalade Remote Driver 2 PN: 22756466, 20802902";Smart Fobik; ymm_2014_Cadillac_Escalade;TRUE;only manual;
2014-chevrolet-equinox-flipkey-remote-7095;"2014 Chevrolet Equinox Flipkey Remote PN: 20873621, 20934736, 20835406, 5913598";Flipkey Remote; ymm_2014_Chevrolet_Equinox;TRUE;only manual;"2014-chevrolet-equinox-flipkey-remote-7095, 2014-chevrolet-equinox-flipkey-remote-pn-20835404"
2014-chevrolet-equinox-flipkey-remote-pn-20835404;2014 Chevrolet Equinox FlipKey Remote PN: 20835404;Flipkey Remote; ymm_2014_Chevrolet_Equinox;TRUE;only manual;"2014-chevrolet-equinox-flipkey-remote-7095, 2014-chevrolet-equinox-flipkey-remote-pn-20835404"
2014-chevrolet-impala-flipkey-remote-pn-13579221;2014 Chevrolet Impala FlipKey Remote PN: 13579221;Flipkey Remote; ymm_2014_Chevrolet_Impala;TRUE;only manual;
2014-chevrolet-silverado1500-smart-key-remote-2971;2014 Chevrolet Silverado 1500 Remote PN: 13577771;Smart Key Remote; ymm_2014_Chevrolet_Silverado__1500;TRUE;only manual;
2014-chevrolet-sonic-flipkey-remote-7095;"2014 Chevrolet Sonic Flipkey Remote PN: 20873621, 20934736, 20835406, 5913598";Flipkey Remote; ymm_2014_Chevrolet_Sonic;TRUE;only manual;"2014-chevrolet-sonic-flipkey-remote-7095, 2014-chevrolet-sonic-flipkey-remote-pn-13575177, 2014-chevrolet-sonic-flipkey-remote-pn-13579221, 2014-chevrolet-sonic-flipkey-remote-pn-20835404"
2014-chevrolet-sonic-flipkey-remote-pn-13575177;2014 Chevrolet Sonic Flipkey Remote PN: 13575177;Flipkey Remote; ymm_2014_Chevrolet_Sonic;TRUE;only manual;"2014-chevrolet-sonic-flipkey-remote-7095, 2014-chevrolet-sonic-flipkey-remote-pn-13575177, 2014-chevrolet-sonic-flipkey-remote-pn-13579221, 2014-chevrolet-sonic-flipkey-remote-pn-20835404"
2014-chevrolet-sonic-flipkey-remote-pn-13579221;2014 Chevrolet Sonic FlipKey Remote PN: 13579221;Flipkey Remote; ymm_2014_Chevrolet_Sonic;TRUE;only manual;"2014-chevrolet-sonic-flipkey-remote-7095, 2014-chevrolet-sonic-flipkey-remote-pn-13575177, 2014-chevrolet-sonic-flipkey-remote-pn-13579221, 2014-chevrolet-sonic-flipkey-remote-pn-20835404"
2014-chevrolet-sonic-flipkey-remote-pn-20835404;2014 Chevrolet Sonic FlipKey Remote PN: 20835404;Flipkey Remote; ymm_2014_Chevrolet_Sonic;TRUE;only manual;"2014-chevrolet-sonic-flipkey-remote-7095, 2014-chevrolet-sonic-flipkey-remote-pn-13575177, 2014-chevrolet-sonic-flipkey-remote-pn-13579221, 2014-chevrolet-sonic-flipkey-remote-pn-20835404"
2014-dodge-challenger-fobik-remote-pn-56046694ah-05026457ak;"2014 Dodge Challenger Fobik Remote PN: 56046694AH, 05026457AK";Fobik; ymm_2014_Dodge_Challenger;TRUE;only manual;
2014-dodge-ram-smart-key-remote-pn-68159656ag;"2014 Dodge Ram 1500 Smart Key Remote PN: 68159656AG, 68159656AF";Smart Key Remote; ymm_2014_Dodge_Ram;TRUE;only manual;
2014-ford-c-max-smart-key-remote-3024;"2014 Ford C-Max Smart Key Fob PN: 5919918, 5931704, 164-R8048, 164-R8100";Smart Key Remote; ymm_2014_Ford_C-Max;TRUE;only manual;"2014-ford-c-max-smart-key-remote-3024, 2014-ford-c-max-smart-key-remote-3037"
2014-ford-c-max-smart-key-remote-3037;2014 Ford C-Max Smart Key Fob PN: 164-R7995;Smart Key Remote; ymm_2014_Ford_C-Max;TRUE;only manual;"2014-ford-c-max-smart-key-remote-3024, 2014-ford-c-max-smart-key-remote-3037"
2014-ford-edge-smart-key-remote-3025;"2014 Ford Edge Smart Key Fob PN: 164-R8092, 5921286 FCC: M3N5WY8609";Smart Key Remote; ymm_2014_Ford_Edge;TRUE;only manual;"2014-ford-edge-smart-key-remote-3025, 2014-ford-edge-smart-key-remote-3026"
2014-ford-edge-smart-key-remote-3026;2014 Ford Edge Smart Key Fob PN: 164-R8091;Smart Key Remote; ymm_2014_Ford_Edge;TRUE;only manual;"2014-ford-edge-smart-key-remote-3025, 2014-ford-edge-smart-key-remote-3026"
2014-ford-escape-smart-key-remote-3037;2014 Ford Escape Smart Key Fob PN: 164-R7995;Smart Key Remote; ymm_2014_Ford_Escape;TRUE;only manual;
2014-ford-expedition-smart-key-remote-3025;"2014 Ford Expedition Smart Key Fob PN: 164-R8092, 5921286 FCC: M3N5WY8609";Smart Key Remote; ymm_2014_Ford_Expedition;TRUE;only manual;
2014-ford-explorer-smart-key-remote-3025;"2014 Ford Explorer Smart Key Fob PN: 164-R8092, 5921286 FCC: M3N5WY8609";Smart Key Remote; ymm_2014_Ford_Explorer;TRUE;only manual;"2014-ford-explorer-smart-key-remote-3025, 2014-ford-explorer-smart-key-remote-3026"
2014-ford-explorer-smart-key-remote-3026;2014 Ford Explorer Smart Key Fob PN: 164-R8091;Smart Key Remote; ymm_2014_Ford_Explorer;TRUE;only manual;"2014-ford-explorer-smart-key-remote-3025, 2014-ford-explorer-smart-key-remote-3026"
2014-ford-fiesta-smart-key-remote-3024;"2014 Ford Fiesta Smart Key Fob PN: 5919918, 5931704, 164-R8048, 164-R8100";Smart Key Remote; ymm_2014_Ford_Fiesta;TRUE;only manual;
2014-ford-flex-smart-key-remote-3025;"2014 Ford Flex Smart Key Fob PN: 164-R8092, 5921286 FCC: M3N5WY8609";Smart Key Remote; ymm_2014_Ford_Flex;TRUE;only manual;"2014-ford-flex-smart-key-remote-3025, 2014-ford-flex-smart-key-remote-3026"
2014-ford-flex-smart-key-remote-3026;2014 Ford Flex Smart Key Fob PN: 164-R8091;Smart Key Remote; ymm_2014_Ford_Flex;TRUE;only manual;"2014-ford-flex-smart-key-remote-3025, 2014-ford-flex-smart-key-remote-3026"
2014-ford-focus-smart-key-remote-3024;"2014 Ford Focus Smart Key Fob PN: 5919918, 5931704, 164-R8048, 164-R8100";Smart Key Remote; ymm_2014_Ford_Focus;TRUE;only manual;"2014-ford-focus-smart-key-remote-3024, 2014-ford-focus-smart-key-remote-3037"
2014-ford-focus-smart-key-remote-3037;2014 Ford Focus Smart Key Fob PN: 164-R7995;Smart Key Remote; ymm_2014_Ford_Focus;TRUE;only manual;"2014-ford-focus-smart-key-remote-3024, 2014-ford-focus-smart-key-remote-3037"
2014-ford-taurus-smart-key-remote-3025;"2014 Ford Taurus Smart Key Fob PN: 164-R8092, 5921286 FCC: M3N5WY8609";Smart Key Remote; ymm_2014_Ford_Taurus;TRUE;only manual;"2014-ford-taurus-smart-key-remote-3025, 2014-ford-taurus-smart-key-remote-3026"
2014-ford-taurus-smart-key-remote-3026;2014 Ford Taurus Smart Key Fob PN: 164-R8091;Smart Key Remote; ymm_2014_Ford_Taurus;TRUE;only manual;"2014-ford-taurus-smart-key-remote-3025, 2014-ford-taurus-smart-key-remote-3026"
2014-gmc-sierra1500-smart-key-remote-2971;2014 GMC Sierra 1500 Remote PN: 13577771;Smart Key Remote; ymm_2014_GMC_Sierra;TRUE;only manual;
2014-gmc-sierra1500-smart-key-remote-2971;2014 GMC Sierra 1500 Remote PN: 13577771;Smart Key Remote; ymm_2014_GMC_Sierra__1500;TRUE;only manual;
2014-gmc-terrain-flipkey-remote-pn-5913396;2014 GMC Terrain FlipKey Remote PN: 5913396;Flipkey Remote; ymm_2014_GMC_Terrain;TRUE;only manual;
2014-honda-accord-smart-key-fob-driver-2-pn-72147-t3v-a41;2014 Honda Accord Smart Key Fob Driver 2 PN: 72147-T3V-A41;Smart Key Remote; ymm_2014_Honda_Accord;TRUE;only manual;
2014-honda-odyssey-smart-key-remote-driver-2-fcc-kr5v1x-pn-72147-tk8-a71;2014 Honda Odyssey Smart Key Remote Driver 2 FCC: KR5V1X PN: 72147-TK8-A71;Smart Key Remote; ymm_2014_Honda_Odyssey;TRUE;only manual;"2014-honda-odyssey-smart-key-remote-driver-2-fcc-kr5v1x-pn-72147-tk8-a71, 2014-honda-odyssey-smart-key-remote-fcc-kr5v1x-pn-72147-tk8-a51"
